,round,scenario,algorithm,metric,at,value
0,5,50000,RF,mrr,5,0.8942883895131086
0,5,50000,RF,mrr,7,0.8947565543071162
0,5,50000,RF,mrr,9,0.8947565543071162
0,5,50000,RF,mrr,11,0.8947565543071162
0,5,50000,RF,mrr,13,0.8947565543071162
0,5,50000,RF,mrr,15,0.8947565543071162
0,5,50000,GNB,map,1,0.8174157303370787
0,5,50000,GNB,map,3,0.793227215980025
0,5,50000,GNB,map,5,0.7814544319600499
0,5,50000,GNB,map,7,0.76962100945247
0,5,50000,GNB,map,9,0.7618497503298031
0,5,50000,GNB,map,11,0.7569545805318839
0,5,50000,GNB,map,13,0.7538080429034132
0,5,50000,GNB,map,15,0.7522095507293869
0,5,50000,GNB,mrr,1,0.8174157303370787
0,5,50000,GNB,mrr,3,0.895131086142322
0,5,50000,GNB,mrr,5,0.8977996254681648
0,5,50000,GNB,mrr,7,0.8977996254681648
0,5,50000,GNB,mrr,9,0.8977996254681648
0,5,50000,GNB,mrr,11,0.8977996254681648
0,5,50000,GNB,mrr,13,0.8977996254681648
0,5,50000,GNB,mrr,15,0.8977996254681648
0,5,50000,SVC,map,1,0.8230337078651685
0,5,50000,SVC,map,3,0.7999375780274657
0,5,50000,SVC,map,5,0.7840941011235953
0,5,50000,SVC,map,7,0.7739902131264489
0,5,50000,SVC,map,9,0.7653399263887828
0,5,50000,SVC,map,11,0.7577515968001127
0,5,50000,SVC,map,13,0.7509048946394371
0,5,50000,SVC,map,15,0.746895914413177
0,5,50000,SVC,mrr,1,0.8230337078651685
0,5,50000,SVC,mrr,3,0.895131086142322
0,5,50000,SVC,mrr,5,0.8992041198501873
0,5,50000,SVC,mrr,7,0.8992041198501873
0,5,50000,SVC,mrr,9,0.8992041198501873
0,5,50000,SVC,mrr,11,0.8992041198501873
0,5,50000,SVC,mrr,13,0.8992041198501873
0,5,50000,SVC,mrr,15,0.8992041198501873
0,5,50000,recModel,map,1,0.7078651685393258
0,5,50000,recModel,map,3,0.7028714107365793
0,5,50000,recModel,map,5,0.6903183520599251
0,5,50000,recModel,map,7,0.6769586486279906
0,5,50000,recModel,map,9,0.6664309741791015
0,5,50000,recModel,map,11,0.6576560788830962
0,5,50000,recModel,map,13,0.6495142000273806
0,5,50000,recModel,map,15,0.6419376321763961
0,5,50000,recModel,mrr,1,0.7078651685393258
0,5,50000,recModel,mrr,3,0.827247191011236
0,5,50000,recModel,mrr,5,0.8339887640449437
0,5,50000,recModel,mrr,7,0.8348582129481007
0,5,50000,recModel,mrr,9,0.8348582129481007
0,5,50000,recModel,mrr,11,0.8348582129481007
0,5,50000,recModel,mrr,13,0.8348582129481007
0,5,50000,recModel,mrr,15,0.8348582129481007
0,5,50000,MLP,map,1,0.8065476190476191
0,5,50000,MLP,map,3,0.7872023809523809
0,5,50000,MLP,map,5,0.7743857473544974
0,5,50000,MLP,map,7,0.7639164405841702
0,5,50000,MLP,map,9,0.7553211018203577
0,5,50000,MLP,map,11,0.7481230248418875
0,5,50000,MLP,map,13,0.7422341525195788
0,5,50000,MLP,map,15,0.7385965692893413
0,5,50000,MLP,mrr,1,0.8065476190476191
0,5,50000,MLP,mrr,3,0.8878968253968254
0,5,50000,MLP,mrr,5,0.8914682539682539
0,5,50000,MLP,mrr,7,0.8919642857142857
0,5,50000,MLP,mrr,9,0.8919642857142857
0,5,50000,MLP,mrr,11,0.8919642857142857
0,5,50000,MLP,mrr,13,0.8919642857142857
0,5,50000,MLP,mrr,15,0.8919642857142857
